id,type,action,actor_id,actor_login,repo_id,repo_name,org_id,org_login,created_at,issue_id,issue_number,issue_title,body,issue_labels.name,issue_labels.color,issue_labels.default,issue_labels.description,issue_author_id,issue_author_login,issue_author_type,issue_author_association,issue_assignee_id,issue_assignee_login,issue_assignees.login,issue_assignees.id,issue_created_at,issue_updated_at,issue_comments,issue_closed_at,issue_comment_id,issue_comment_created_at,issue_comment_updated_at,issue_comment_author_association,issue_comment_author_id,issue_comment_author_login,issue_comment_author_type,pull_commits,pull_additions,pull_deletions,pull_changed_files,pull_merged,pull_merge_commit_sha,pull_merged_at,pull_merged_by_id,pull_merged_by_login,pull_merged_by_type,pull_requested_reviewer_id,pull_requested_reviewer_login,pull_requested_reviewer_type,pull_review_comments,pull_base_ref,pull_head_repo_id,pull_head_repo_name,pull_head_ref,repo_description,repo_size,repo_stargazers_count,repo_forks_count,repo_language,repo_has_issues,repo_has_projects,repo_has_downloads,repo_has_wiki,repo_has_pages,repo_license,repo_default_branch,repo_created_at,repo_updated_at,repo_pushed_at,repo_topics.name,pull_review_state,pull_review_author_association,pull_review_id,pull_review_comment_id,pull_review_comment_path,pull_review_comment_position,pull_review_comment_author_id,pull_review_comment_author_login,pull_review_comment_author_type,pull_review_comment_author_association,pull_review_comment_created_at,pull_review_comment_updated_at,push_id,push_size,push_distinct_size,push_ref,push_head,push_commits.name,push_commits.email,push_commits.message,fork_forkee_id,fork_forkee_full_name,fork_forkee_owner_id,fork_forkee_owner_login,fork_forkee_owner_type,delete_ref,delete_ref_type,delete_pusher_type,create_ref,create_ref_type,create_master_branch,create_description,create_pusher_type,gollum_pages.page_name,gollum_pages.title,gollum_pages.action,member_id,member_login,member_type,release_id,release_tag_name,release_target_commitish,release_name,release_draft,release_author_id,release_author_login,release_author_type,release_prerelease,release_created_at,release_published_at,release_body,release_assets.name,release_assets.uploader_login,release_assets.uploader_id,release_assets.content_type,release_assets.state,release_assets.size,release_assets.download_count,commit_comment_id,commit_comment_author_id,commit_comment_author_login,commit_comment_author_type,commit_comment_author_association,commit_comment_path,commit_comment_position,commit_comment_line,commit_comment_sha,commit_comment_created_at,commit_comment_updated_at
2489656955,PullRequestEvent,closed,214142,jaswilli,9852918,TryGhost/Ghost,2178663,TryGhost,2015-01-01 15:12:49,26740328,4743,Do not use static and {{bind-attr}} for the same attribute.,"No issue.

This would work in pre-HTMLBars land for the initial render (but any rerenders would lose the static attribute name). Added https://github.com/emberjs/ember.js/pull/10096 to throw an assertion when this occurs.",[],[],[],[],12637,rwjblue,User,COLLABORATOR,0,,[],[],2015-01-01 03:34:53,2015-01-01 15:12:49,0,2015-01-01 15:12:49,0,,,COLLABORATOR,0,,Bot,1,2,2,1,1,b8a4ce096567727344e040f9c5bb5df22865270a,2015-01-01 15:12:49,214142,jaswilli,User,0,,Bot,0,master,18351883,rwjblue/Ghost,remove-double-class-assignment,Just a blogging platform,52461,13487,3025,JavaScript,1,0,1,1,1,,master,2013-05-04 11:09:13,2015-01-01 12:40:31,2015-01-01 15:12:49,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2489685234,PullRequestEvent,closed,214142,jaswilli,9852918,TryGhost/Ghost,2178663,TryGhost,2015-01-01 16:13:46,26739945,4742,Cleanup posts template.,"No issue.

* Fix indentation (it was surprisingly hard for me to grok what was happening without indentation).
* Utilize `alternateActive` from `core/client/utils/link-view.js` to maintain the `active` state. Observing `childViews` is deprecated (and may not work properly in future versions of Ember).
* Remove now unused `item-view`.",[],[],[],[],12637,rwjblue,User,COLLABORATOR,0,,[],[],2015-01-01 02:10:04,2015-01-01 16:13:46,0,2015-01-01 16:13:45,0,,,COLLABORATOR,0,,Bot,1,21,30,3,1,e79654ee183700bc534be52afb68343e22032bdb,2015-01-01 16:13:45,214142,jaswilli,User,0,,Bot,0,master,18351883,rwjblue/Ghost,cleanup-posts-template,Just a blogging platform,52461,13487,3025,JavaScript,1,0,1,1,1,,master,2013-05-04 11:09:13,2015-01-01 15:12:50,2015-01-01 16:13:45,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2489686335,IssueCommentEvent,created,210965,lovell,12226786,lovell/sharp,0,,2015-01-01 16:15:58,31268134,19,Support for Windows,"@michaeldrotar I think you may be experiencing a different problem to @blowsie as you're not seeing the `'true' is not recognized as an internal or external command...` error. It might be that the `which` executable is not found/available on your system.

The `which brew >/dev/null 2>&1 && eval $(brew --env) && echo $PKG_CONFIG_LIBDIR` part of PKG_CONFIG_PATH is applicable for Macs only. We need to work out a portable way of making Windows ignore any error it generates, like the `|| true` command does for Linux.

I now have in my possession a new Windows 8.1 laptop so hope to make a bit more progress with this. Please do keep adding comments to this issue about your own attempts of getting it working as these all help narrow down the problems.

(On a multi-platform note, I managed to get libvips and sharp working on an ARMv6 Raspberry Pi over Christmas. WebP support was the trickiest bit to get working.)","[enhancement, help-required]","[84b6eb, 5319e7]","[0, 0]","[, ]",4923668,DullReferenceException,User,COLLABORATOR,0,,[],[],2014-04-10 18:24:27,2015-01-01 16:15:58,24,,68490505,2015-01-01 16:15:58,2015-01-01 16:15:58,COLLABORATOR,210965,lovell,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2489691598,IssueCommentEvent,created,1152927,stockholmux,13301038,Turfjs/turf,7736769,Turfjs,2015-01-01 16:27:01,53209230,175,Distance mis-reported,Yep! That'll do it. Thanks for your quick response. ,[],[],[],[],1152927,stockholmux,User,COLLABORATOR,0,,[],[],2015-01-01 00:10:47,2015-01-01 16:27:01,2,2015-01-01 16:27:01,68490755,2015-01-01 16:27:01,2015-01-01 16:27:01,COLLABORATOR,1152927,stockholmux,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2489691599,IssuesEvent,closed,1152927,stockholmux,13301038,Turfjs/turf,7736769,Turfjs,2015-01-01 16:27:01,53209230,175,Distance mis-reported,"I'm running the following code:

```
var
  turf = require('turf'),
  distance = turf.distance,
  point = turf.point,
  unit = 'miles';


console.log(distance(point(42.954553, -81.347474),point(46.471034, -80.980912),unit));
```

The result I'm getting is:
```
45.105636619364745
```

Now, those two coordinates are London, Ontario and Sudbury, Ontario which are over 240 miles apart, checked against [this](http://tjpeiffer.com/crowflies.html). Other coordinates seem to be reporting rational distances. Am I doing something wrong or is this a bug?

",[],[],[],[],1152927,stockholmux,User,COLLABORATOR,0,,[],[],2015-01-01 00:10:47,2015-01-01 16:27:01,2,2015-01-01 16:27:01,0,,,COLLABORATOR,0,,Bot,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2489695282,IssueCommentEvent,created,214142,jaswilli,9852918,TryGhost/Ghost,2178663,TryGhost,2015-01-01 16:34:36,53213633,4744,Update excerpt helper to properly filter HTML footnotes,Seems to work great.  Thanks for reporting (and fixing) this!,[],[],[],[],1968991,jbfriedrich,User,COLLABORATOR,0,,[],[],2015-01-01 05:58:23,2015-01-01 16:34:35,1,,68490932,2015-01-01 16:34:35,2015-01-01 16:34:35,COLLABORATOR,214142,jaswilli,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2489695323,IssuesEvent,closed,214142,jaswilli,9852918,TryGhost/Ghost,2178663,TryGhost,2015-01-01 16:34:41,53205564,4741,Excerpt on front page omits/cuts off sentences with links,"It looks like the excerpt of blog posts on the front page gets confused and omits/cuts off words after it encounters a link. This is the text I wrote in my latest blog post: 

![Blog post editor](https://cloud.githubusercontent.com/assets/1968991/5590794/47d52754-9140-11e4-84e8-e08fee1fdfa4.png)

The excerpt on the front page looks like this:

![Front page excerpt](https://cloud.githubusercontent.com/assets/1968991/5590798/654a8234-9140-11e4-9034-5a2a3e12ee99.png)

If I remove the link from the first sentence in the first paragraph, everything works as expected. I am using Ghost 0.5.7, self-hosted, NodeJS 0.10.33.",[bug],[EB2C00],[0],[],1968991,jbfriedrich,User,COLLABORATOR,0,,[],[],2014-12-31 22:01:24,2015-01-01 16:34:40,7,2015-01-01 16:34:40,0,,,COLLABORATOR,0,,Bot,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2489695332,PullRequestEvent,closed,214142,jaswilli,9852918,TryGhost/Ghost,2178663,TryGhost,2015-01-01 16:34:42,26740839,4744,Update excerpt helper to properly filter HTML footnotes,"closes #4741
- updated regexp to properly filter out footnotes without removing too much text
- happened only when a link was used before a footnote
- old regexp was too 'greedy' and removed regular link together with the footnote
- new regexp uses a more specific <a> tag",[],[],[],[],1968991,jbfriedrich,User,COLLABORATOR,0,,[],[],2015-01-01 05:58:23,2015-01-01 16:34:40,1,2015-01-01 16:34:40,0,,,COLLABORATOR,0,,Bot,1,1,1,1,1,1722d333c82c74fa264a665743a410068a7e55c5,2015-01-01 16:34:40,214142,jaswilli,User,0,,Bot,0,master,28680733,jbfriedrich/Ghost,fix4741,Just a blogging platform,52461,13487,3025,JavaScript,1,0,1,1,1,,master,2013-05-04 11:09:13,2015-01-01 16:13:46,2015-01-01 16:34:40,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2489739120,IssueCommentEvent,created,79163,sdepold,19143802,sequelize/cli,3591786,sequelize,2015-01-01 18:08:21,52791213,75,sequelize CLI vs umzug,@dmbrowne need to check if this is still possible. might be that I broke that  behavior by accident.,[],[],[],[],3983736,dmbrowne,User,COLLABORATOR,0,,[],[],2014-12-24 02:29:30,2015-01-01 18:08:20,6,,68493390,2015-01-01 18:08:20,2015-01-01 18:08:20,COLLABORATOR,79163,sdepold,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2489739447,IssueCommentEvent,created,79163,sdepold,19143802,sequelize/cli,3591786,sequelize,2015-01-01 18:09:04,52478008,73,Unable to resolve storage 'sequelize' [on Win7 64-bit],Ah good point. yes will do that!,[],[],[],[],3892333,jagged3dge,User,COLLABORATOR,0,,[],[],2014-12-19 12:27:12,2015-01-01 18:09:04,37,,68493414,2015-01-01 18:09:04,2015-01-01 18:09:04,COLLABORATOR,79163,sdepold,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
2489740864,IssueCommentEvent,created,79163,sdepold,19143802,sequelize/cli,3591786,sequelize,2015-01-01 18:11:31,52478008,73,Unable to resolve storage 'sequelize' [on Win7 64-bit],@pilaas: https://github.com/sequelize/cli/blob/master/README.md#coffeescript-support,[],[],[],[],3892333,jagged3dge,User,COLLABORATOR,0,,[],[],2014-12-19 12:27:12,2015-01-01 18:11:31,38,,68493473,2015-01-01 18:11:31,2015-01-01 18:11:31,COLLABORATOR,79163,sdepold,User,0,0,0,0,0,,,0,,Bot,0,,Bot,0,,0,,,,0,0,0,,0,0,0,0,0,,,,,,[],approved,COLLABORATOR,0,0,,,0,,Bot,COLLABORATOR,,,0,0,0,,,[],[],[],0,,0,,Bot,,,deploy_key,,branch,,,deploy_key,[],[],[],0,,Bot,0,,,,0,0,,Bot,0,,,,[],[],[],[],[],[],[],0,0,,Bot,COLLABORATOR,,,,,,
